temperature,relative_humidity,wind_speed,apparent_temperature,activity_level,exposure_duration,cooling_access,age_group,risk_score,risk_class
25.8,39.3,19.0,23.8,3,1,2,2,34.3,0
31.1,74.7,27.7,32.8,1,2,2,3,50.4,1
38.3,36.8,15.4,39.4,1,1,1,2,38.0,1
27.5,32.7,2.6,26.9,1,1,1,2,17.0,0
42.8,62.0,22.9,51.8,1,1,3,1,73.6,2
31.3,52.0,26.5,30.0,1,2,2,2,41.5,1
19.0,83.2,33.9,17.0,2,2,1,2,19.6,0
26.8,40.2,24.3,24.8,1,2,1,2,23.0,0
30.9,94.7,2.8,40.3,3,2,2,2,75.3,2
36.2,83.0,5.2,47.6,1,3,2,1,71.6,2
22.8,77.2,26.2,20.8,2,1,2,2,23.3,0
28.9,23.5,31.2,26.9,3,2,1,2,41.7,1
29.8,83.7,18.3,33.8,2,3,2,3,66.3,2
34.0,41.7,17.3,33.9,1,3,1,2,47.5,1
47.2,47.8,23.0,55.6,2,1,2,3,89.4,3
46.4,41.0,10.2,54.3,2,1,1,2,76.0,2
40.3,85.7,23.6,52.3,2,3,3,1,92.3,3
23.3,90.0,32.4,21.5,1,1,3,2,29.0,0
31.8,34.6,21.9,29.8,3,2,3,2,64.8,2
27.9,88.6,7.3,33.4,2,3,1,1,49.9,1
38.3,84.4,34.9,46.2,3,1,2,2,78.5,2
41.3,66.8,19.6,50.8,1,1,2,2,69.8,2
30.0,80.8,27.4,31.9,1,2,2,2,41.9,1
22.4,36.0,29.2,20.4,2,1,1,2,17.9,0
28.2,88.0,28.3,29.8,1,1,2,1,30.6,0
25.3,35.8,11.7,23.3,2,2,2,2,33.8,0
35.8,75.9,6.9,45.1,1,1,1,2,52.2,1
22.7,65.7,17.7,21.2,2,1,2,2,31.6,0
22.4,38.4,14.7,20.4,2,1,1,2,15.6,0
39.6,74.6,34.9,46.5,2,2,1,2,69.3,2
22.7,83.2,12.4,23.8,1,3,2,1,27.9,0
44.9,16.1,33.2,42.9,1,1,1,2,49.6,1
41.3,78.1,23.4,53.0,1,1,3,3,89.6,3
41.5,56.9,9.5,50.6,1,2,1,1,60.6,1
27.9,20.4,20.3,25.9,2,2,3,3,55.3,1
25.4,35.5,26.4,23.4,2,2,1,2,29.8,0
31.7,18.2,22.1,29.7,2,1,1,3,44.0,1
33.7,19.9,9.5,31.700000000000003,2,2,2,2,52.8,1
41.4,40.5,22.9,43.5,1,1,1,1,44.2,1
32.6,60.5,21.2,34.3,3,1,3,2,63.9,2
23.8,79.5,22.3,23.2,2,1,2,2,27.8,0
33.2,56.1,33.4,32.1,1,3,1,2,42.5,1
34.8,39.7,16.5,34.8,3,3,2,2,73.0,2
22.9,20.2,16.3,20.9,1,3,2,2,28.8,0
34.2,29.6,27.7,32.2,2,1,2,2,44.4,1
27.0,63.8,20.8,26.4,1,1,2,2,26.9,0
43.6,63.8,7.2,55.6,3,3,2,2,100.0,3
46.0,52.8,30.3,53.6,1,1,1,2,67.1,2
40.4,51.0,16.0,45.9,1,1,2,2,64.5,2
42.2,93.0,27.3,54.2,1,2,1,2,75.7,2
26.8,44.9,12.6,25.6,2,1,2,1,29.3,0
43.7,23.5,10.0,44.7,1,1,2,2,62.9,2
47.1,18.7,23.8,45.1,2,3,2,2,78.9,2
21.0,66.2,11.1,20.3,1,3,1,1,14.6,0
40.5,41.0,27.6,41.3,2,1,1,2,55.3,1
25.4,60.8,27.2,23.4,1,2,1,1,16.7,0
41.2,20.4,27.9,39.2,2,1,3,3,65.3,2
23.5,52.5,17.2,21.5,1,2,2,2,26.0,0
40.4,16.9,5.9,39.4,2,1,2,1,48.1,1
33.4,16.3,16.4,31.4,1,2,2,2,41.1,1
32.8,61.0,22.9,34.3,2,2,3,2,58.0,1
43.4,22.0,32.4,41.4,2,3,2,2,73.2,2
30.9,37.1,16.9,29.1,3,2,2,1,47.6,1
33.8,70.4,29.1,36.3,2,1,2,1,46.1,1
42.8,16.5,9.4,41.6,2,1,1,2,54.2,1
38.0,76.6,21.0,46.6,1,3,3,1,79.9,2
41.2,31.5,8.0,43.8,1,2,3,2,65.4,2
27.8,40.2,9.6,26.9,1,1,2,2,26.5,0
46.1,32.4,13.7,50.2,1,3,2,3,85.0,3
40.3,74.2,14.6,51.7,2,1,1,2,75.6,2
42.4,22.4,7.8,43.0,3,2,1,2,74.1,2
36.1,75.0,12.5,44.4,1,3,2,2,73.5,2
25.7,24.0,17.1,23.7,1,3,2,3,35.6,0
43.1,49.7,30.0,47.4,1,3,1,2,74.7,2
29.7,52.7,33.4,27.7,1,2,1,1,23.5,0
21.8,27.5,24.9,19.8,2,1,3,3,38.5,1
37.8,44.7,15.7,40.4,1,1,3,3,64.1,2
23.4,85.3,5.6,26.4,1,1,1,2,15.6,0
45.3,36.2,12.6,50.4,2,1,3,1,84.2,3
19.4,45.2,21.8,17.4,2,1,1,3,12.9,0
20.8,94.1,5.7,23.3,2,3,3,2,50.8,1
37.1,39.9,17.5,38.0,3,1,2,2,66.5,2
36.4,72.3,17.8,43.4,2,3,1,2,74.8,2
24.8,21.6,5.1,22.8,2,3,1,2,38.0,1
23.5,67.7,12.8,23.5,3,2,2,2,47.0,1
22.0,48.8,23.8,20.0,2,3,1,3,30.8,0
29.6,18.8,8.5,27.6,1,1,1,2,23.4,0
35.2,53.7,13.3,38.7,2,3,2,2,71.1,2
24.4,64.7,20.0,23.0,1,1,2,3,23.2,0
25.7,79.6,18.1,26.8,2,2,2,2,46.3,1
33.6,20.0,14.1,31.6,2,3,1,2,48.3,1
34.5,38.7,30.8,32.5,1,1,3,1,40.4,1
44.0,55.4,15.1,53.6,3,3,1,3,100.0,3
40.0,43.3,21.8,42.3,1,3,2,3,73.2,2
28.9,33.4,33.3,26.9,2,1,1,1,21.7,0
43.3,75.1,7.0,55.3,3,2,3,2,100.0,3
46.8,90.9,11.8,58.8,3,3,3,2,100.0,3
18.0,35.1,20.3,16.0,1,3,2,3,29.9,0
19.8,47.8,6.7,18.1,3,2,3,3,46.4,1
37.4,46.3,8.4,41.5,3,1,3,2,81.7,3
44.8,24.9,26.4,43.4,3,1,2,2,73.7,2
21.5,39.9,5.4,19.8,2,1,2,2,22.9,0
21.7,74.4,17.0,20.8,1,3,3,2,35.0,0
29.4,86.3,5.7,35.9,2,2,3,2,72.6,2
41.8,75.7,9.4,53.8,1,3,2,2,85.2,3
37.9,81.9,33.8,45.1,2,2,3,2,85.6,3
39.7,37.1,10.3,42.5,2,1,3,3,77.1,2
42.2,34.4,18.3,44.0,2,2,1,2,66.4,2
39.3,59.9,29.6,43.5,1,2,3,2,68.2,2
41.8,91.3,21.0,53.8,1,2,1,2,73.4,2
45.1,48.7,15.0,53.6,2,1,2,3,86.4,3
46.2,80.1,22.7,58.2,2,2,1,2,90.0,3
18.7,90.7,5.3,20.1,3,3,2,3,48.7,1
28.3,92.9,10.2,34.1,2,1,2,3,58.6,1
25.9,78.5,8.9,28.8,2,2,1,2,35.8,0
43.3,83.5,13.0,55.3,2,2,3,2,100.0,3
42.9,23.1,25.8,40.9,2,1,2,1,54.8,1
39.2,43.0,28.6,39.6,3,2,3,2,81.2,3
21.3,61.5,32.0,19.3,2,2,2,2,25.2,0
24.0,22.2,21.7,22.0,3,1,1,2,30.5,0
34.0,46.7,32.4,32.0,1,3,3,3,60.3,1
20.5,95.0,16.6,20.8,1,2,2,2,26.2,0
32.8,81.7,34.4,35.5,1,1,2,2,45.4,1
18.6,64.0,29.7,16.6,2,2,2,2,23.6,0
43.4,61.5,22.7,52.8,3,3,2,2,100.0,3
25.9,44.6,31.7,23.9,3,1,1,3,36.1,1
22.0,83.8,34.5,20.0,1,2,1,3,20.2,0
32.3,40.1,28.6,30.299999999999997,2,2,2,2,45.2,1
34.6,93.8,17.4,44.2,2,1,2,2,61.5,2
23.1,59.8,20.4,21.1,1,1,3,1,22.0,0
38.5,20.2,25.7,36.5,2,3,2,2,61.4,2
46.3,93.9,9.1,58.3,2,2,2,2,98.8,3
35.1,85.1,33.2,40.5,1,2,2,2,61.9,2
39.4,43.7,5.9,44.5,3,2,2,2,81.8,3
40.0,34.9,21.9,40.2,2,1,1,2,51.7,1
20.7,90.7,20.9,19.9,3,1,2,2,31.5,0
22.2,42.5,5.2,20.9,1,2,3,2,31.2,0
24.8,93.9,22.9,26.0,1,2,2,1,29.7,0
36.2,93.6,4.0,48.2,1,1,3,2,75.8,2
18.8,87.4,20.6,17.0,3,3,1,2,31.3,0
23.5,32.5,13.4,21.5,3,3,2,2,49.3,1
44.4,29.2,6.9,48.0,3,1,1,2,72.5,2
46.7,90.3,28.6,58.7,1,1,1,1,67.9,2
32.9,63.3,34.9,32.5,3,3,3,2,72.5,2
29.7,50.8,5.8,31.5,2,1,1,2,38.0,1
30.1,43.7,32.2,28.1,3,3,3,2,63.7,2
43.2,22.9,19.2,42.0,2,1,2,2,60.7,1
34.4,31.1,12.6,33.5,2,1,3,2,54.4,1
31.1,21.6,2.8,29.8,1,2,2,2,43.5,1
41.1,70.9,19.4,51.5,1,3,1,2,77.1,2
45.0,58.4,23.2,54.9,2,2,1,2,87.9,3
19.6,81.0,30.8,17.6,2,2,1,2,24.3,0
39.0,87.9,5.3,51.0,3,3,2,1,94.9,3
37.2,16.2,32.4,35.2,1,2,3,1,52.6,1
25.2,80.1,29.4,23.9,3,3,3,2,58.0,1
22.3,34.7,24.1,20.3,3,1,2,3,36.5,1
36.8,31.4,31.0,34.8,2,1,2,2,48.5,1
45.0,80.3,18.1,57.0,2,2,1,2,90.2,3
31.5,68.0,9.4,36.0,2,1,3,2,60.3,1
46.3,35.5,24.5,49.5,3,1,2,2,86.7,3
35.1,23.7,5.9,34.4,3,3,3,2,75.2,2
47.9,52.5,5.6,59.9,1,3,1,2,92.4,3
42.2,34.3,22.3,43.2,2,1,2,1,64.3,2
23.7,31.8,12.5,21.7,2,3,1,3,34.9,0
45.7,43.0,8.6,54.1,2,1,1,2,79.4,2
23.8,67.6,16.5,23.1,3,1,1,2,30.8,0
34.7,26.5,33.8,32.7,1,2,2,2,43.3,1
46.0,44.6,6.7,55.5,1,1,1,2,71.5,2
42.4,76.5,5.9,54.4,1,2,2,1,75.3,2
46.1,66.6,11.3,58.1,2,1,2,2,87.8,3
36.4,42.6,34.6,34.4,2,3,1,2,53.6,1
37.1,28.9,33.9,35.1,3,3,1,1,59.9,1
42.2,26.5,17.2,42.1,2,2,1,2,63.6,2
46.3,48.7,15.8,55.6,2,1,1,2,78.7,2
27.8,46.9,25.9,25.8,1,1,1,1,16.6,0
36.6,87.0,20.1,46.3,2,1,2,2,68.3,2
22.2,23.7,23.5,20.2,1,3,2,2,29.6,0
34.6,27.5,14.7,32.7,2,1,2,2,47.0,1
29.6,68.4,11.0,32.8,2,2,1,2,46.0,1
30.3,52.5,30.6,28.3,1,3,1,3,38.9,1
36.4,73.8,30.9,41.1,2,2,1,1,56.1,1
43.6,40.1,31.8,45.2,1,1,1,3,58.3,1
28.9,87.7,21.3,32.2,3,1,2,2,56.1,1
45.0,27.2,15.7,46.5,2,2,1,2,72.2,2
32.1,93.7,24.8,38.0,3,3,2,1,67.1,2
22.1,45.5,14.5,20.1,1,1,2,3,22.2,0
45.9,61.8,8.0,57.9,3,3,3,2,100.0,3
44.6,20.5,6.5,45.7,1,1,1,3,55.0,1
41.7,68.5,33.7,49.3,1,2,3,1,72.8,2
18.5,86.3,15.8,17.5,1,3,1,2,13.4,0
33.6,88.3,18.2,41.2,3,1,1,2,60.2,1
19.2,75.0,27.1,17.2,2,1,2,1,14.4,0
47.3,64.9,26.2,59.3,1,1,3,2,97.0,3
38.9,41.9,28.5,38.9,3,2,2,2,72.5,2
46.3,72.5,20.2,58.3,2,1,3,3,100.0,3
27.6,55.7,5.7,29.3,3,3,1,1,50.2,1
29.2,27.3,28.4,27.2,2,3,1,1,38.3,1
36.5,27.5,22.7,34.5,3,1,3,2,60.0,1
21.2,24.8,25.2,19.2,1,2,1,1,8.4,0
41.7,33.6,3.6,45.9,1,1,2,2,62.2,2
23.9,94.0,22.0,24.8,1,1,2,3,30.7,0
18.2,29.1,8.5,16.2,1,2,3,2,22.4,0
39.1,21.1,8.2,38.4,1,3,1,2,50.9,1
33.2,37.8,16.1,32.4,3,2,2,2,58.1,1
47.0,35.1,26.9,50.0,1,1,1,2,59.2,1
20.4,76.2,25.6,18.4,1,2,1,2,8.6,0
45.5,43.9,24.5,50.9,2,1,1,3,73.3,2
32.4,55.0,27.2,31.9,1,3,1,2,43.3,1
19.3,43.2,17.3,17.3,2,3,3,3,37.5,1
31.6,26.4,26.8,29.6,2,1,1,2,35.1,0
47.7,65.6,15.2,59.7,1,2,2,1,86.7,3
20.8,46.3,6.9,19.2,1,1,1,2,6.3,0
46.7,58.9,9.5,58.7,2,2,2,3,100.0,3
19.8,91.9,4.2,22.0,1,1,1,2,17.8,0
46.3,79.3,15.7,58.3,1,1,1,2,76.5,2
21.7,25.4,11.3,19.7,2,3,3,2,39.6,1
47.1,20.0,16.8,46.8,2,1,1,2,66.3,2
45.5,92.8,28.0,57.5,2,2,1,1,83.5,3
21.8,40.7,22.9,19.8,3,1,2,2,32.5,0
32.1,16.6,18.9,30.1,1,2,2,1,32.2,0
32.7,63.2,31.4,32.9,3,1,2,2,55.3,1
22.3,82.8,3.9,24.9,1,2,1,3,26.5,0
32.5,26.7,11.0,30.7,1,3,2,2,48.5,1
46.7,62.8,6.0,58.7,2,2,1,2,89.0,3
26.5,78.3,16.0,28.3,3,1,1,1,38.1,1
40.9,21.3,17.3,39.0,3,1,2,2,66.4,2
35.8,75.7,5.6,45.3,1,1,2,2,61.8,2
46.7,24.9,30.6,45.3,2,1,1,2,63.3,2
34.5,65.3,23.3,37.7,1,1,3,1,48.8,1
35.1,85.7,3.8,46.3,2,1,1,1,62.1,2
22.5,56.8,33.0,20.5,1,2,3,2,25.9,0
32.8,58.6,19.3,34.6,2,1,1,3,50.1,1
42.4,50.9,5.8,51.3,3,1,1,2,80.2,2
43.3,33.0,3.4,48.2,1,1,1,3,64.1,2
33.0,40.8,26.9,31.0,2,1,2,2,41.5,1
34.5,18.2,21.5,32.5,1,2,1,2,33.7,0
35.4,44.4,31.7,33.6,1,1,2,3,45.0,1
34.7,55.9,7.3,39.4,1,2,1,2,47.5,1
25.8,24.5,11.4,23.8,1,2,2,2,27.1,0
19.2,79.4,26.5,17.2,3,1,2,2,27.5,0
43.0,68.9,31.3,52.5,3,1,1,2,78.4,2
25.6,55.9,12.2,25.3,1,1,1,2,16.0,0
39.6,72.6,17.1,49.5,1,2,3,2,78.0,2
38.0,90.0,4.6,50.0,1,1,1,1,55.1,1
18.3,36.9,2.0,16.5,2,2,3,1,22.9,0
47.1,74.3,14.3,59.1,1,2,1,1,82.6,3
21.6,26.3,17.1,19.6,3,3,3,1,40.8,1
41.8,85.4,32.8,53.8,1,1,2,2,71.8,2
44.6,70.6,11.0,56.6,1,2,1,2,81.0,3
29.3,18.0,16.3,27.3,2,1,1,3,37.2,1
37.7,91.8,30.9,47.4,2,2,1,2,68.9,2
23.6,70.2,28.7,21.6,3,1,2,3,33.8,0
34.8,71.2,28.1,38.4,2,2,1,1,47.6,1
34.3,44.9,31.8,32.3,2,2,1,2,48.2,1
30.2,61.4,14.3,32.1,3,2,1,2,55.3,1
30.2,91.9,4.9,38.2,1,1,3,2,53.0,1
31.5,58.1,24.5,31.6,3,1,3,3,65.9,2
37.0,74.6,30.1,42.5,2,3,2,3,82.9,3
29.9,80.9,31.1,31.1,3,2,2,2,57.5,1
46.3,74.2,24.6,58.3,2,1,1,3,93.7,3
29.2,90.0,19.3,33.4,3,1,1,2,48.7,1
37.2,51.3,29.5,38.2,3,1,1,2,56.2,1
33.1,23.6,6.8,31.7,1,3,1,2,43.1,1
20.9,80.2,2.8,22.9,1,1,1,2,11.0,0
20.1,35.3,33.4,18.1,2,1,2,2,19.4,0
24.3,49.3,21.5,22.3,2,2,1,2,29.1,0
18.9,40.6,3.0,17.2,2,3,1,2,26.7,0
36.6,43.1,34.1,34.7,2,1,1,2,45.3,1
45.2,53.0,19.9,54.2,1,2,2,3,84.2,3
25.2,93.7,3.1,30.5,1,2,3,2,48.7,1
30.3,15.8,6.2,28.3,3,2,3,2,56.8,1
38.9,46.1,32.5,39.1,2,1,2,2,57.9,1
32.7,87.2,11.7,40.6,1,1,1,1,43.4,1
24.0,53.9,2.2,24.9,2,3,3,2,55.4,1
19.3,29.6,13.2,17.3,2,3,1,2,22.1,0
21.0,26.1,26.4,19.0,3,2,2,2,30.6,0
39.0,16.6,19.3,37.0,2,2,1,2,52.6,1
30.7,20.2,10.7,28.7,3,1,2,3,55.4,1
45.2,85.0,6.0,57.2,1,2,2,2,91.0,3
25.9,20.3,28.1,23.9,1,1,2,2,22.6,0
22.4,25.7,25.1,20.4,1,1,2,1,9.6,0
18.3,85.4,6.5,18.9,3,3,3,1,40.8,1
32.2,53.3,5.3,35.6,1,2,2,3,55.5,1
33.3,83.9,4.2,42.6,2,3,2,2,77.3,2
40.6,82.2,13.9,52.6,1,1,1,2,70.3,2
18.8,68.7,32.7,16.8,1,2,3,2,19.7,0
21.8,64.2,28.1,19.8,3,2,2,1,30.6,0
41.2,49.6,3.0,49.4,1,1,3,1,69.3,2
37.2,44.6,15.0,39.6,2,3,3,2,75.7,2
27.2,90.9,18.9,30.3,1,3,2,2,45.7,1
45.7,63.4,23.8,57.7,2,1,1,2,82.8,3
36.9,35.1,10.9,38.0,1,1,2,2,50.5,1
45.2,87.6,20.7,57.2,1,1,3,2,87.9,3
30.7,67.7,27.4,31.2,3,1,2,2,52.8,1
38.6,43.9,19.9,40.6,1,2,2,1,52.9,1
37.2,31.5,28.1,35.2,3,1,2,2,53.9,1
25.4,53.7,10.9,25.0,2,2,1,2,31.5,0
42.4,93.7,2.1,54.4,1,3,3,2,100.0,3
47.7,61.7,11.1,59.7,2,1,1,2,91.4,3
32.3,46.0,5.9,34.5,1,1,3,1,43.3,1
43.4,37.2,20.1,46.3,1,2,3,2,77.4,2
35.0,15.8,13.1,33.0,2,1,2,2,52.1,1
36.5,60.6,10.8,42.6,2,3,1,2,68.6,2
42.2,81.0,8.7,54.2,2,3,1,2,91.8,3
47.4,36.6,18.0,52.9,1,3,1,2,80.6,2
24.6,23.6,9.9,22.6,1,2,2,2,27.6,0
24.4,23.0,4.7,22.4,2,1,2,2,26.1,0
34.2,36.7,31.1,32.2,2,2,2,2,49.9,1
33.0,64.3,29.7,33.9,2,1,2,2,47.9,1
41.6,31.6,12.4,43.5,2,1,1,2,56.6,1
36.0,52.6,2.8,41.7,3,1,2,2,71.4,2
28.4,45.5,18.2,26.7,2,3,1,2,38.3,1
24.9,44.3,34.9,22.9,2,1,3,2,32.1,0
43.4,93.3,14.0,55.4,2,1,3,1,86.7,3
38.9,19.0,4.6,38.3,3,1,1,3,61.5,2
24.9,39.9,19.2,22.9,1,1,1,2,19.3,0
41.5,91.3,33.1,53.5,1,2,3,3,94.3,3
23.9,72.0,4.2,26.1,1,3,1,1,31.1,0
31.9,75.9,25.9,34.7,1,3,1,1,44.7,1
33.4,16.7,18.6,31.4,1,1,1,1,20.8,0
22.0,83.9,29.5,20.0,2,1,1,1,13.1,0
37.2,75.4,4.2,48.1,1,1,2,2,67.4,2
38.3,46.6,19.9,40.7,2,2,3,3,76.8,2
39.6,74.9,26.8,48.2,2,1,2,2,77.1,2
42.1,31.6,21.8,42.4,1,1,2,2,54.2,1
27.4,30.9,2.5,26.6,2,2,1,3,41.2,1
41.7,74.9,23.4,53.0,1,1,1,2,65.3,2
32.0,52.2,31.1,30.1,2,1,1,3,40.9,1
44.9,88.8,11.7,56.9,1,1,1,2,71.9,2
28.6,56.0,17.7,28.4,3,3,2,2,60.1,1
23.8,88.8,7.5,27.0,3,1,2,2,45.9,1
33.6,16.9,15.3,31.6,2,1,2,2,44.8,1
19.5,56.4,6.1,18.5,2,1,2,1,16.6,0
35.0,20.4,33.9,33.0,3,1,2,2,51.0,1
39.7,36.4,6.7,43.1,3,1,1,2,68.2,2
46.6,30.6,20.8,49.0,2,3,1,2,81.4,3
25.7,88.3,2.0,30.9,1,3,1,2,42.8,1
47.4,89.0,18.3,59.4,1,1,3,2,94.7,3
47.4,83.0,33.5,59.4,1,2,3,3,100.0,3
33.8,68.4,29.6,35.9,2,2,3,2,68.5,2
25.4,80.2,16.3,26.8,1,3,1,3,38.7,1
35.8,79.1,10.5,45.0,3,2,3,2,89.6,3
46.7,52.1,7.1,58.7,1,2,1,2,82.3,3
20.4,28.0,17.9,18.4,3,1,1,3,27.8,0
31.1,80.2,7.1,37.6,2,1,3,1,57.7,1
32.8,91.7,21.4,39.6,2,3,1,2,69.0,2
22.9,27.7,12.8,20.9,1,1,1,2,13.3,0
32.8,22.4,34.0,30.799999999999997,3,2,3,1,59.2,1
23.3,25.7,34.5,21.3,1,2,3,2,30.3,0
44.8,41.4,3.3,53.1,2,3,2,3,99.9,3
23.8,28.6,14.9,21.8,3,1,2,2,30.2,0
26.5,20.2,22.0,24.5,1,2,2,1,23.9,0
36.2,70.1,3.1,45.4,3,2,2,3,86.4,3
26.8,71.5,15.2,28.1,3,1,3,2,55.5,1
27.8,34.3,6.9,26.7,1,1,2,1,24.8,0
22.5,20.9,27.4,20.5,2,2,2,2,32.2,0
21.7,66.5,33.1,19.7,2,2,3,2,35.4,0
22.7,30.3,4.2,20.7,1,3,1,1,17.0,0
32.9,67.7,15.1,37.1,2,1,1,2,49.9,1
27.4,88.2,20.7,30.0,2,1,2,3,46.1,1
30.5,54.0,34.6,28.5,1,3,1,2,41.2,1
39.6,48.4,27.4,41.8,2,2,3,2,74.4,2
18.1,53.6,29.2,16.1,2,1,1,2,9.3,0
33.9,86.2,34.8,38.1,2,2,2,3,64.2,2
42.0,51.4,25.7,46.9,2,2,2,1,71.8,2
36.8,78.3,17.7,45.3,3,3,3,2,98.4,3
24.9,40.2,21.5,22.9,2,1,2,1,24.5,0
25.6,36.2,19.5,23.6,1,3,2,2,39.5,1
30.9,91.7,28.5,34.8,1,3,2,2,48.1,1
41.8,66.2,12.1,53.1,2,1,3,2,90.1,3
37.8,38.0,5.8,40.9,1,3,2,2,63.6,2
38.6,21.4,23.3,36.6,3,1,1,2,54.0,1
25.7,67.6,24.2,24.3,2,3,1,1,36.1,1
27.3,58.4,20.1,26.4,1,3,3,3,54.5,1
18.1,34.2,27.7,16.1,2,3,3,1,29.4,0
41.0,77.4,17.4,53.0,1,2,1,1,69.4,2
41.7,43.3,14.8,46.3,1,3,2,3,75.1,2
41.0,94.4,7.4,53.0,1,2,2,1,71.5,2
47.7,75.6,13.6,59.7,1,1,2,1,77.5,2
24.4,30.2,23.0,22.4,2,2,1,3,31.6,0
24.8,67.6,32.1,22.8,2,2,1,2,27.9,0
31.6,15.3,13.7,29.6,3,3,2,2,61.6,2
43.1,92.6,30.4,55.1,1,3,2,2,91.8,3
32.8,94.7,26.0,39.2,1,2,1,3,55.1,1
27.5,40.0,29.1,25.5,1,3,1,2,31.8,0
25.7,45.4,7.1,25.3,1,1,1,2,17.8,0
20.3,39.7,11.9,18.3,1,3,1,2,21.5,0
36.1,83.1,14.0,45.7,1,1,1,3,55.6,1
23.5,32.0,28.4,21.5,1,1,3,2,20.5,0
42.3,58.9,21.1,50.3,2,1,2,2,76.9,2
44.9,75.2,3.3,56.9,3,1,2,2,98.9,3
46.5,62.1,5.5,58.5,2,1,1,2,86.2,3
25.9,62.3,20.5,24.8,2,1,1,2,20.7,0
36.9,16.3,9.2,34.9,2,1,3,3,60.3,1
33.3,94.2,2.2,44.7,2,1,2,2,69.3,2
19.8,31.9,24.0,17.8,1,2,1,2,13.5,0
35.7,87.9,11.5,46.4,1,3,1,2,66.4,2
47.3,47.4,8.3,58.5,1,1,1,2,75.5,2
21.6,68.7,6.4,22.2,1,3,2,2,31.0,0
24.5,91.8,21.0,25.7,2,2,3,1,40.6,1
21.2,31.5,6.8,19.2,2,2,3,2,32.0,0
38.4,50.5,8.7,43.9,2,1,1,3,66.6,2
43.7,68.0,18.2,55.7,3,1,1,2,91.2,3
43.0,74.9,19.3,55.0,1,1,1,2,75.3,2
23.3,76.5,17.6,23.1,2,1,2,2,29.4,0
43.9,82.2,33.8,55.9,1,1,2,1,76.9,2
41.4,66.6,14.7,51.9,3,2,2,1,89.8,3
25.6,22.9,30.4,23.6,2,1,2,1,27.5,0
46.7,23.6,31.7,44.7,1,1,3,3,74.1,2
45.7,88.7,22.7,57.7,3,1,3,2,100.0,3
38.7,59.3,20.7,44.1,1,1,1,2,52.1,1
42.1,61.9,22.8,50.4,2,3,2,2,88.4,3
29.4,65.0,31.4,28.1,1,3,1,2,32.3,0
30.9,60.0,24.8,30.9,1,3,1,3,44.6,1
24.1,48.0,34.9,22.1,1,2,3,2,35.1,0
24.6,22.7,10.5,22.6,3,1,3,2,46.4,1
44.7,86.4,5.1,56.7,3,2,1,2,93.3,3
46.1,34.3,17.7,50.1,1,1,2,2,67.4,2
45.8,54.2,34.7,52.8,2,3,1,2,88.1,3
18.0,70.7,32.8,16.0,2,2,1,2,18.6,0
47.4,60.7,24.0,59.4,1,3,1,1,88.5,3
23.9,38.6,4.0,22.9,2,2,1,2,32.1,0
39.7,44.3,27.0,41.0,2,3,2,2,74.1,2
29.3,28.7,3.2,28.5,1,3,2,1,36.6,1
22.7,20.9,15.7,20.7,2,2,1,2,22.7,0
33.9,87.1,21.5,40.9,3,2,1,2,63.2,2
42.9,62.5,23.8,51.9,1,1,1,3,69.0,2
36.2,89.1,28.3,44.3,3,1,1,2,69.1,2
31.9,22.3,21.2,29.9,2,1,1,2,29.6,0
34.8,46.6,23.4,34.8,2,3,1,1,49.2,1
44.3,78.9,9.9,56.3,1,3,2,1,86.9,3
33.8,22.5,10.6,31.799999999999997,2,3,1,2,49.6,1
43.1,26.2,28.1,41.1,2,1,1,2,51.5,1
20.4,75.8,17.2,19.0,2,3,1,1,23.5,0
18.3,17.2,23.9,16.3,1,3,1,2,14.2,0
35.6,21.6,8.3,34.1,3,1,2,2,52.4,1
29.1,78.0,26.7,30.2,2,2,3,2,52.9,1
33.1,38.2,11.6,33.2,1,2,1,2,34.4,0
34.2,38.0,19.2,33.2,2,1,3,2,53.8,1
29.4,18.2,16.3,27.4,1,2,1,2,27.4,0
25.4,42.6,13.3,23.4,1,2,2,2,26.0,0
22.5,36.6,9.5,20.5,1,2,1,3,19.8,0
41.6,45.0,3.4,48.8,2,2,1,2,70.3,2
34.7,64.4,28.0,37.0,1,2,2,3,59.8,1
45.7,29.8,4.1,50.6,1,1,1,2,64.3,2
34.7,57.3,2.2,40.7,2,1,3,1,61.8,2
46.5,54.9,32.7,54.8,2,1,2,2,88.1,3
22.6,20.2,25.0,20.6,2,1,1,2,18.5,0
38.1,73.4,15.5,47.2,1,1,2,2,61.8,2
33.8,32.1,12.2,33.0,2,1,3,3,62.0,2
26.7,93.6,14.9,30.6,1,2,2,3,48.1,1
24.9,69.1,13.2,25.5,2,1,3,3,46.2,1
18.7,21.8,14.4,16.7,2,1,1,2,11.8,0
45.5,76.8,26.1,57.5,1,2,2,1,81.4,3
47.5,41.5,34.1,51.7,2,3,1,2,89.4,3
19.7,83.2,9.9,20.1,3,1,2,2,32.7,0
42.9,35.6,12.4,46.5,2,1,1,1,60.2,1
36.0,57.1,25.8,38.1,2,2,2,1,57.8,1
35.8,65.5,8.5,42.8,1,1,1,2,53.3,1
39.7,91.5,32.3,51.2,2,2,2,2,82.5,3
29.7,51.9,18.5,29.2,2,2,3,3,59.8,1
42.6,94.8,3.0,54.6,1,2,1,1,72.0,2
35.9,88.9,10.1,47.2,1,1,2,2,63.1,2
21.6,73.0,15.7,20.7,1,2,1,2,22.7,0
